        26         40.534851380.719969160.442242480.79305648-0.60834330.031302230.588348410.784464540.196116140.733566120.663259790.148213360.67845913-0.7275634-0.10170890.807421610.58311561 0.0897024
        27         20.470137140.690154510.55014345 0.8632732-0.4893415-0.12371050.328241960.77959965-0.53336820.58806895  0.3667430.720884520.63543521-0.7609422-0.13110730.92651808-0.15080290.34470673
        28         10.577024740.735531540.355015220.59315686-0.67626480.436841880.778747120.62733796         00.584137090.808851360.06740428  0.660065-0.52175140.540453220.820571450.56804946-0.0631055
        29         10.347120820.583935020.733844010.67122183-0.70122280.240307810.845836550.532523010.031301350.596770440.609271920.522161630.64280547-0.75250640.143301220.922393010.384338750.03840387
        30         10.731192860.584974290.350944570.44872372-0.79994230.398421070.735763450.67445816-0.06130530.872959980.47513265-0.11040760.48025205-0.79728640.365639630.813128020.52851822-0.2439084
        31         30.560064180.796991330.226125910.65865837-0.59395260.46194093 0.72392170.672220150.155104650.714991020.699088990.007901010.65858546-0.67728790.327942550.736244480.66924043-0.1003061
        32         10.677716720.285307040.677716720.36402846-0.93097280.027802170.796029750.597022310.099503720.958702860.246126410.14251529 0.2624066-0.9587241-0.10950280.837044570.545929070.03630193
        33         10.25272872 0.64767360.718781680.82936389-0.52764060.183714150.439643790.759375630.479647770.553026130.650630740.520424590.76295489-0.6464465-0.0026002 0.66433280.74743691         0
        34         40.395313420.642421810.656522290.65737799-0.69708270.286233960.564518280.752724380.338710970.721632090.654929130.224309980.54853032-0.73864080.391821660.678238570.73484178         0
        35         20.101006070.404024280.909154640.80674327-0.56803050.162808730.688773120.72497696         0 0.43204910.811792250.392844640.83246316  -0.526540.172513090.652959340.54844984-0.5223475
        36         30.535651460.514549440.669564330.58935132-0.79566930.139912180.555738070.526436060.643444070.77468526 0.39254320.495754560.38892605-0.91396120.115807760.69028496 0.38344720.61357552
        37         40.621754560.693260840.364431980.49643225 -0.7087460.501232560.694632190.694632190.18700867  0.7781090.589306820.217402520.61435395-0.6417564-0.45904030.871589840.48645014-0.0608063
        38         20.255538390.734810380.628294380.72686726-0.57455320.376234820.682327180.682327180.26241045 0.53795190.811578290.227921990.73723801-0.5841301 0.33951750.762457260.642048220.08020602
        39         20.658477350.595769980.459854020.61130803-0.77981020.134901770.823880080.506949280.253424630.864255790.470730390.177411450.42833205-0.87356540.231117290.874474630.403634450.26902296
        40         2 0.76748860.585467590.261130150.59504476-0.80216030.049603730.907095480.420344240.022102330.718363290.69396114-0.04870430.69508201-0.71888480.00810096 0.79036290.44073508-0.4255339
        41         40.253508680.96733311         00.89899435-0.23552470.36923875 0.72844860.57003803-0.38002540.67403658 0.6283341-0.38842110.71475283-0.42183120.55784123 0.77323690.502623990.38661845
        42         20.455441260.492144590.741867210.87502337-0.4011566-0.27093820.319236890.51085904-0.79819220.769681320.511354030.382240390.61727047-0.7489855-0.24082750.313417840.49622825-0.8096461
        43         10.14531255 0.81417030.562148540.81024003-0.42402090.404619990.569615080.81882168-0.07120190.478113850.860624930.175305080.81213976-0.50922490.284813940.74527008 0.6667627         0
        44         30.699394780.448160730.556775450.44311107-0.88312210.154103850.882377860.47054152         0 0.85701660.374907260.353506850.40274258-0.9152968-0.00550060.91393609 0.3141124-0.2570101
        45         20.555347690.426436620.713961310.58921461  -0.80762 0.02400060.425626820.68104291-0.5958375  0.7549710.357633630.549651690.48875458-0.8656967-0.10811210.635999850.742016490.21193327
        46         20.550537910.690047510.469832350.68104531-0.69674640.225214990.251522870.45284117-0.85537780.711859780.701658920.030502560.68694463-0.70464580.177711550.522816710.41081313-0.7469239
        47         20.370422740.58703605 0.71984420.63205839-0.72716720.267824740.617525820.78223271-0.08230340.623241610.542836240.562937580.56424246 -0.8105610.156911810.696526030.39801488-0.5970223
        48         2 0.69781070.706310830.119101830.69872927-0.70782970.103704340.754239230.61283188-0.23571230.809239810.586428850.035101730.55826929 -0.749093-0.35664430.855377770.45284117-0.2515229
        49         40.563736730.584038050.584038050.56753574-0.7876496 0.23981510.627566170.68457218-0.3708391 0.7222355 0.57782840.380118690.60495199-0.79416830.057704960.740800860.39505378 -0.543274
        50         4 0.43302750.690043820.579936820.74667431-0.6350632 0.19791970.571452820.67226213-0.47064350.582751550.793470190.175515530.76904448-0.60833520.196211350.624019970.57601843-0.5280169
        51         20.906431250.359112380.222307660.30942063-0.92286150.229315290.667769440.25432645-0.69957270.902872930.26702157-0.33692720.35943412-0.89888530.250623790.700804610.21900144-0.6789045
        52         10.160311190.260518190.952066490.62956187-0.76987570.104610280.64617368 0.57436550.502557310.881469860.444735250.158812590.45000995-0.89301980.00260006 0.85627050.442936470.26572188
        54         30.37781792 0.91904360.112305330.86961568-0.3938524 0.29773960.226112720.361720350.90445089 0.25472050.964277620.072705850.80143161  -0.252610.542121380.545454550.181818180.81818182
        55         20.496525110.85044301-0.17380880.79375204-0.36382390.487431950.654763210.72026953-0.22912210.508626490.58053023-0.63583310.82005829-0.55163920.152310830.688966460.48024632-0.5428524
        56         40.726908110.546881340.415361780.47195482-0.8371972 0.27633210.597468670.61967123 0.50895850.787427870.536618990.303310740.52001391-0.84252250.140503760.772518070.56371318-0.2923068
        57         20.828865960.484438550.27982227 0.4433528-0.87390410.199323740.684381040.708783930.171020250.681369190.444045090.581859080.44676064-0.88201970.149820340.691981760.691981760.20572431
        58         10.622342310.746850780.234315930.71033405-0.66463190.231711110.677773020.720177590.148215970.677745730.713348130.178312030.71026758-0.69786640.092208770.821754260.557636820.11730775
        60         30.852027090.522216610.036601160.49043223-0.7718507-0.4046266 0.6882472 0.68824720.22941573 0.8817653 0.07020520.46643454 0.2903199 -0.860259-0.41912870.792586230.22642463 0.5661616
        61         30.545467660.672683440.499962020.62906621-0.72277610.286130120.665744760.72914902-0.15851070.781238610.623630820.027401350.61304255-0.77475380.154710740.745378220.59626257-0.2981313
        62         30.282928570.05440549-0.95759670.48313815-0.87056870.093207360.664868910.631565460.398841340.13561122 0.0339028-0.99018190.41883819-0.90768280.026202390.800200580.540667960.25953262
        63         10.811377350.326631140.484746210.36161919-0.9320495 0.02270120.787446540.557732960.262415510.92665884 0.27251730.258916440.30051488-0.9508471-0.07470370.811141320.486624790.32441652
        64         10.715556350.69855501         00.69855388-0.71555520.001800140.645455410.760665290.06910593 0.70788890.44245556-0.55056910.53602154-0.84413390.010900440.846512030.45145975-0.2821373
        65         10.713984780.51746144 -0.4716560.69342164-0.61591920.373911670.703079580.54486167-0.45695170.674453960.37693015-0.63485080.67096301-0.6716631 0.31412950.821277050.45384258-0.3457324
        66         40.446835710.690555180.568745450.89446762-0.3325251-0.2989226 0.46493920.81376861-0.34872940.569052660.546350560.614556870.74456348-0.6595562-0.10300880.912438860.35091495 -0.210509
        67         40.500654720.750982080.430547060.72516011-0.63545270.265221990.398431760.75696034-0.51794130.680303070.579787840.448367930.51415306 -0.8134840.271828050.768688940.52846114-0.3603417
        68         40.470708410.627611220.620111080.63275256-0.72996060.258421470.774915630.631412740.028700580.693107620.707107770.140001540.65576744-0.69917190.284829290.826915330.53747496-0.1653231
        69         40.175216580.799275650.574854410.54354308-0.56544480.620349160.780226620.61062083-0.13560460.524966810.765597430.371847320.64777197-0.64277140.408945440.707124430.62392155-0.3327115
        70         10.363043580.698683880.616474010.50684087-0.7032567 0.49854020.73294737 0.59723860.325721050.651251890.710556620.266421230.57434396-0.69105290.438833590.878442850.43922143-0.1882092
        71         10.183215830.717661990.671858040.75307502 -0.5417540.373337190.703700090.65969383-0.26383750.529210430.833516430.158703130.77506564-0.55104670.309226190.724747830.63774209-0.2608172
        72         20.458743750.742670820.487846520.78191729-0.59818970.175426320.736402990.57858092 -0.3506490.508561710.82790046 0.2365287 0.8163816-0.5509551 0.17311730.789347320.43412602 -0.434126
        73         20.874647770.08110443 0.47792610.36253895-0.7639821-0.53375730.453425890.65493739-0.60453450.849250670.360221490.386023030.47811234-0.8349215 -0.2726070.60642608 0.6930298-0.3898168
        74         30.605765270.381941150.697975210.52501995-0.85103230.009900380.672564860.580856010.458544220.940586910.33863129-0.02500230.30611647-0.8776472-0.36881980.839322520.407610940.35970965
        75         10.583842880.605044430.541339750.78008168-0.6028631-0.16741750.661540110.562334090.496130080.834425350.55051672-0.02580080.50132311-0.7776358-0.37941750.627093440.627093440.46206885
        76         1 0.90165070.431724280.025301420.38103071-0.82086620.425434290.843274040.527046280.105409260.930683870.347931360.113010180.29572586-0.89747850.327228620.861667710.492338690.12300967
        77         30.610420060.783625750.115403790.78498022-0.61796310.043904490.80228684 0.4813521-0.35303820.694468770.694468770.188218640.71272598-0.6998255-0.04760170.800526680.42376706-0.4237671
        78         30.574458780.37403827 0.72807450.61494768-0.7842608-0.0823064  0.8383740.314327750.445339310.769032560.480620350.421417840.58751417-0.7912191-0.16970410.823929620.561720190.07490269
        80         10.727735420.68493334-0.03560170.60926156-0.62176280.492149720.813154470.56913812-0.12190820.770154180.637744870.012000840.61466093 -0.7470740.253125090.784464540.58834841-0.1961161
        81         10.67488063 0.44695340.587170150.41134241-0.88849160.203420970.896846710.43562269  0.076804 0.79023210.506320560.345214020.47523828-0.86196940.176514220.90763383 0.4159155-0.0567021
        82         40.289217540.894154240.34182073 0.8268807-0.41334030.381337220.537474960.82691533-0.16532310.425048920.803992520.415847860.89758466-0.4337409-0.07880740.633683030.76710051 0.1000131
        83         10.192118080.714667250.67256328  0.905332-0.39361390.159505640.565557940.78548048-0.25132570.550144190.727358430.410232960.81166947-0.5812497-0.05780490.705874740.52945606-0.4705498
        84         40.294937310.685086670.666084260.95111117-0.2774324-0.13571590.422349070.84479816-0.32853820.701054030.632248720.329825420.71003334 -0.575327-0.40601910.763133210.60602637-0.2244098
        85         20.109009090.157513140.981481850.61866583-0.78358340.057006070.544051770.54405177-0.63876080.657156330.70966083-0.25402180.69785735-0.7001575-0.15091240.676452860.57704509-0.4576358
        88         2 0.58514620.597247150.548543310.53167009-0.79330460.29663911 0.6732003 0.6732003-0.3059456 -0.1499040.027200720.988326320.40451752-0.91043940.086403740.790792950.27373217-0.5474643
        89         4 0.59325070.463839640.65795623  0.748751-0.6181421-0.23931630.821767120.56894647-0.03160260.684668970.386938980.617662220.66374119-0.6811423-0.30901920.712416640.54798972-0.4383718
        90         40.446834570.76485917 0.46403590.86757334 -0.497042-0.01630140.686182160.62377469-0.37424480.453723310.749138480.482624790.83327424-0.54864890.068106070.807245130.57876628 0.1156931
        91         40.492338990.610548350.620349120.56604748-0.76606430.304525540.132112620.79297577-0.59475680.671750320.615146080.412730920.57233497 -0.7847480.237914540.636363640.54545455-0.5454545
        92         10.581257190.58125719 -0.5694560.78885045-0.23071480.569636430.760530190.50702013 0.40561610.652715750.38460928-0.65271580.71949835-0.58457990.374951260.760530190.50702013 0.4056161
        93         10.63116468 0.45084620.631164680.73045961-0.6192505-0.28802350.639602150.639602150.426401430.903352820.39232294-0.17331010.28082571-0.8464775-0.45234140.889726740.44481337-0.1026031
        94         20.14090309 0.80861770.57121251 0.7666354 -0.4542210.453820960.265327520.86238944-0.43114470.464545220.847882530.25552487 0.8292605-0.51773780.210415350.562846660.76746362-0.3069254
        95         40.354108220.802618630.480011140.39492573-0.59353870.701245690.690954630.69095463-0.2125168 0.45777290.675807620.577691990.65941905-0.69392010.289208360.673028330.708429820.21250895
        96         4-0.56844740.303825330.764563750.63715104-0.42533410.642751490.523234730.67264465-0.5232347-0.32114320.360048460.875917880.68605947-0.54914760.477241370.599924440.59992444-0.5293216
        98         2 0.80013650.581926540.145406630.48365544-0.4824553-0.7302837 0.72875970.68325597-0.04550370.999672220.02560185         00.01950073-0.7638288-0.64512430.802268910.56634865-0.1887162
        99         20.188523090.788096520.585971770.71449658-0.51947020.468663350.780485660.585364250.21952409 0.45672250.871942960.176408690.76625129-0.48633260.419928110.881993410.47034982 0.0293031
       100         2-0.02230230.111611420.99350164 0.6683665-0.73737340.097809730.75254572  0.395124 -0.5268320.141509880.243717020.959467020.58163879-0.80475370.118607910.772313710.34620615-0.5326095
       101         20.076209110.848201430.524162680.77994633-0.37822250.498629620.739624190.64712117 -0.184906 0.53970490.822407460.179901630.78437169 -0.568852 0.2473226 0.73325650.45393498 -0.506239
       102         20.425848290.734283260.528659940.87608587-0.4806471-0.03810370.17602195 0.96852080.17602195 0.55726490.469754710.684679740.77748055-0.5846606 -0.2317240.657754420.73076046-0.1826151
       103         40.81106782 0.27032260.518743370.50351758 0.1288045-0.8543298 0.80817380.56215133 -0.1756160.927821970.274106490.253005990.094712430.48276334-0.87061420.636447190.65764876-0.4030299
       104         30.671079880.650077380.356442430.72225898-0.6817557-0.11640950.742892080.556935970.371394240.692660010.663457480.282924510.71728184 -0.674677-0.17411990.887826320.420512470.18690554
       105         20.551944130.562544970.615549210.52392308-0.80823560.268811840.443887760.562482340.697550910.744450490.485232910.458631110.45575936-0.87131350.181923690.793643330.413322570.44642437
       106         10.270510540.716927920.642525020.68352881-0.6130258 0.39621670.792649270.487730320.365822740.198608080.794532320.573823340.73926264-0.50584290.444537670.99451422-0.1046015         0








































































































































































































































































C33       C34       C41       C42       C43       C44       C45       C46       C47       C48       C49       C50
         0         1         0         1        10         1      -0.90.05263158       0.5         0        539277.34684
        15        30         0         1        10         2      -0.80.11111111       0.5         0        539349.41679
        15       106         0         1        10         3      -0.70.17647059       0.5         0        539397.27299
       854         4         0         1        10         4      -0.6      0.25       0.5         0        539418.64854
-0.393834190.0001756         0         1        10         5      -0.50.33333333       0.5         0        539416.01917
0.4348910190.1158853         0         1        10         6      -0.40.42857143       0.5         0        539394.56737
0.999996950.43489101         0         1        10         7      -0.30.53846154       0.5         0        539360.00738
90.11588530.99999695         0         1        10         8      -0.20.66666667       0.5         0        539317.81741
        5390.1158853         0         1        10         9      -0.10.81818182       0.5         0        539273.65774
9453.791369453.79136         0         1        10        10-1.388E-16         1       0.5         0        539233.97525
                             0         1        10        11       0.11.22222222       0.5         0        539205.95971
                             0         1        10        12       0.2       1.5       0.5         0        539196.46781
                             0         1        10        13       0.31.85714286       0.5         0        539210.04747
                             0         1        10        14       0.42.33333333       0.5         0        539246.67469
                             0         1        10        15       0.5         3       0.5         0        539299.97997
                             0         1        10        16       0.6         4       0.5         0        539356.45626
                             0         1        10        17       0.75.66666667       0.5         0        539395.79957
                             0         1        10        18       0.8         9       0.5         0        539392.98531
                             0         1        10        19       0.9        19       0.5         0        539325.27859
                             0         1        10        20      -0.6      0.25      0.05         0        539112.29499
                             0         1        10        21      -0.6      0.25       0.1         0        539166.22465
                             0         1        10        22      -0.6      0.25      0.15         0        539228.59101
                             0         1        10        23      -0.6      0.25       0.2         0        539288.19971
                             0         1        10        24      -0.6      0.25      0.25         0        539336.82137
                             0         1        10        25      -0.6      0.25       0.3         0        539371.88325
                             0         1        10        26      -0.6      0.25      0.35         0        539394.77379
                             0         1        10        27      -0.6      0.25       0.4         0        53 9408.3834
                             0         1        10        28      -0.6      0.25      0.45         0        539415.58393
                             0         1        10        29      -0.6      0.25       0.5         0        539418.64854
                             0         1        10        30      -0.6      0.25      0.55         0        53 9419.1861
                             0         1        10        31      -0.6      0.25       0.6         0        539418.26526
                             0         1        10        32      -0.6      0.25      0.65         0        539416.56831
                             0         1        10        33      -0.6      0.25       0.7         0        539414.51856
                             0         1        10        34      -0.6      0.25      0.75         0        539412.37177
                             0         1        10        35      -0.6      0.25       0.8         0        539410.27748
                             0         1        10        36      -0.6      0.25      0.85         0        539408.31879
                             0         1        10        37      -0.6      0.25       0.9         0        539406.53765
                             0         1        10        38      -0.6      0.25      0.95         0        539404.95088
                             0         1        10        39      -0.6      0.25      0.55      -160        537546.55276
                             0         1        10        40      -0.6      0.25      0.55      -140        535830.94719
                             0         1        10        41      -0.6      0.25      0.55      -120        536471.24735
                             0         1        10        42      -0.6      0.25      0.55      -100        538052.38494
                             0         1        10        43      -0.6      0.25      0.55       -80        538880.23791
                             0         1        10        44      -0.6      0.25      0.55       -60        539214.09434
                             0         1        10        45      -0.6      0.25      0.55       -40        53 9356.1631
                             0         1        10        46      -0.6      0.25      0.55       -20        539409.14054
                             0         1        10        47      -0.6      0.25      0.55         0        53 9419.1861
                             0         1        10        48      -0.6      0.25      0.55        20        539414.92996
                             0         1        10        49      -0.6      0.25      0.55        40        53  9409.929
                             0         1        10        50      -0.6      0.25      0.55        60        539408.98619
                             0         1        10        51      -0.6      0.25      0.55        80        539413.11352
                             0         1        10        52      -0.6      0.25      0.55       100        539420.91755
                             0         1        10        53      -0.6      0.25      0.55       120        539426.16888
                             0         1        10        54      -0.6      0.25      0.55       140        539406.87876
                             0         1        10        55      -0.6      0.25      0.55       160        539287.77088
                             0         2        10        56      -0.30.53846154      0.55       120        539338.63332
                             0         2        10        57-0.2107143 0.6519174      0.55       120        539293.24069
                             0         2        10        58-0.12142860.78343949      0.55       120        539256.33527
                             0         2        10        59-0.03214290.93771626      0.55       120        539236.16895
                             0         2        10        600.057142861.12121212      0.55       120        539236.98458
                             0         2        10        610.146428571.34309623      0.55       120        539258.02677
                             0         2        10        620.235714291.61682243      0.55       120        539293.86633
                             0         2        10        63     0.3251.96296296      0.55       120        539335.86241
                             0         2        10        640.414285712.41463415      0.55       120        539374.23815
                             0         2        10        650.503571433.02877698      0.55       120        539400.15677
                             0         2        10        660.59285714 3.9122807      0.55       120        539407.30117
                             0         2        10        670.682142865.29213483      0.55       120        539392.65949
                             0         2        10        680.77142857      7.75      0.55       120        539356.45253
                             0         2        10        690.8607142913.3589744      0.55       120        539301.38667
                             0         2        10        70      0.95        39      0.55       120        53  9231.591
                             0         2        10        71      -0.6      0.25         0       120        539073.62791
                             0         2        10        72      -0.6      0.25      0.55         0        53 9419.1861
                             0         3        10        730.116666671.26415094      0.55       120        539249.01643
                             0         3        10        740.177976191.43301955      0.55       120        539269.39611
                             0         3        10        750.239285711.62910798      0.55       120        539295.49226
                             0         3        10        760.300595241.85957447      0.55       120        539324.33197
                             0         3        10        770.361904762.13432836      0.55       120        53 9352.7099
                             0         3        10        780.423214292.46749226      0.55       120        539377.51854
                             0         3        10        790.484523812.87990762      0.55       120        539396.03602
                             0         3        10        800.545833333.40366972      0.55       120        539406.14329
                             0         3        10        810.607142864.09090909      0.55       120        539406.45288
                             0         3        10        820.668452385.03231598      0.55       120        53 9396.3434
                             0         3        10        83 0.72976196.40088106      0.55       120        53 9375.9066
                             0         3        10        840.791071438.57264957      0.55       120        539345.82656
                             0         3        10        850.8523809512.5483871      0.55       120        539307.21887
                             0         3        10        860.9136904822.1724138      0.55       120        539261.45979
                             0         3        10        87     0.975        79      0.55       120        539210.03043
                             0         3        10        88      -0.6      0.25         0       120        539073.62791
                             0         3        10        89      -0.6      0.250.03571429       120        539120.68818
                             0         3        10        90      -0.6      0.250.07142857       120        539169.43751
                             0         3        10        91      -0.6      0.250.10714286       120        539215.89822
                             0         3        10        92      -0.6      0.250.14285714       120        539257.49804
                             0         3        10        93      -0.6      0.250.17857143       120        539293.12381
                             0         3        10        94      -0.6      0.250.21428571       120        539322.71592
                             0         3        10        95      -0.6      0.25      0.25       120        539346.80104
                             0         3        10        96      -0.6      0.250.28571429       120        539366.14445
                             0         3        10        97      -0.6      0.250.32142857       120        539381.54491
                             0         3        10        98      -0.6      0.250.35714286       120        539393.73465
                             0         3        10        99      -0.6      0.250.39285714       120        539403.34242
                             0         3        10       100      -0.6      0.250.42857143       120        53 9410.8888
                             0         3        10       101      -0.6      0.250.46428571       120        539416.79603
                             0         3        10       102      -0.6      0.25       0.5       120        539421.40255
                             0         3        10       103      -0.6      0.25      0.55         0        53 9419.1861
                             0         3        10       104      -0.6      0.25      0.556.42857143        539418.47276
                             0         3        10       105      -0.6      0.25      0.5512.8571429        539416.98219
                             0         3        10       106      -0.6      0.25      0.5519.2857143        539415.14167
                             0         3        10       107      -0.6      0.25      0.5525.7142857        539413.26022
                             0         3        10       108      -0.6      0.25      0.5532.1428571        539411.55606
                             0         3        10       109      -0.6      0.25      0.5538.5714286        539410.17952
                             0         3        10       110      -0.6      0.25      0.55        45        539409.23091
                             0         3        10       111      -0.6      0.25      0.5551.4285714        539408.77365
                             0         3        10       112      -0.6      0.25      0.5557.8571429        539408.84316
                             0         3        10       113      -0.6      0.25      0.5564.2857143        53 9409.4522
                             0         3        10       114      -0.6      0.25      0.5570.7142857        539410.59293
                             0         3        10       115      -0.6      0.25      0.5577.1428571        539412.23573
                             0         3        10       116      -0.6      0.25      0.5583.5714286        539414.32457
                             0         3        10       117      -0.6      0.25      0.55        90        539416.76802
                             0         4        10       1180.402777782.34883721      0.55       120        539369.82427
                             0         4        10       1190.444543652.60064297      0.55       120        53 9384.7967
                             0         4        10       1200.486309522.89339513      0.55       120        539396.45788
                             0         4        10       121 0.5280754 3.2379651      0.55       120        539404.17691
                             0         4        10       1220.569841273.64944649      0.55       120        539407.48282
                             0         4        10       1230.611607144.14942529      0.55       120        539406.07128
                             0         4        10       1240.653373024.76989124      0.55       120        539399.80217
                             0         4        10       1250.695138895.56036446      0.55       120        539388.68877
                             0         4        10       1260.736904766.60180995      0.55       120        539372.88029
                             0         4        10       1270.778670638.03630659      0.55       120        539352.63963
                             0         4        10       1280.8204365110.1381215      0.55       120        539328.31843
                             0         4        10       1290.8622023813.5140389      0.55       120        539300.33157
                             0         4        10       1300.9039682519.8264463      0.55       120        539269.13285
                             0         4        10       1310.9457341335.8555759      0.55       120        539235.19318
                             0         4        10       132    0.9875       159      0.55       120        539198.98217
                             0         4        10       133      -0.6      0.250.16666667       120        539281.93222
                             0         4        10       134      -0.6      0.250.20833333       120        539318.18499
                             0         4        10       135      -0.6      0.25      0.25       120        539346.80104
                             0         4        10       136      -0.6      0.250.29166667       120        53 9368.9641
                             0         4        10       137      -0.6      0.250.33333333       120        539385.93158
                             0         4        10       138      -0.6      0.25     0.375       120        539398.82628
                             0         4        10       139      -0.6      0.250.41666667       120        539408.57445
                             0         4        10       140      -0.6      0.250.45833333       120        539415.91003
                             0         4        10       141      -0.6      0.25       0.5       120        539421.40255
                             0         4        10       142      -0.6      0.250.54166667       120        539425.48929
                             0         4        10       143      -0.6      0.250.58333333       120        539428.50447
                             0         4        10       144      -0.6      0.25     0.625       120        539430.70322
                             0         4        10       145      -0.6      0.250.66666667       120        539432.28043
                             0         4        10       146      -0.6      0.250.70833333       120        539433.38522
                             0         4        10       147      -0.6      0.25      0.75       120        539434.13196
                             0         4        10       148      -0.6      0.25      0.75         0        539412.37177
                             0         5        10       1490.59768519 3.9712313      0.75       120        539385.46007
                             0         5        10       1500.625975534.34724371      0.75       120        539386.25723
                             0         5        10       1510.654265874.78479197      0.75       120        539384.64981
                             0         5        10       1520.682556225.30032814      0.75       120        539380.59616
                             0         5        10       1530.710846565.91674291      0.75       120        539374.09358
                             0         5        10       154 0.73913696.66685682      0.75       120        539365.17474
                             0         5        10       1550.767427257.59945969      0.75       120        53 9353.9036
